[ INFO ] [2016-05-24 20:25:58] com.lifeix.football.competitions.Application [25] - org.springframework.boot.context.event.ApplicationEnvironmentPreparedEvent[source=org.springframework.boot.SpringApplication@57404558]
[ DEBUG] [2016-05-24 20:25:58] org.springframework.beans.factory.support.DefaultListableBeanFactory [874] - Registering scope 'restart' with implementation [org.springframework.boot.devtools.restart.RestartScopeInitializer$RestartScope@50277c73]
[ INFO ] [2016-05-24 20:25:58] com.lifeix.football.competitions.Application [48] - Starting Application on gcc with PID 15332 (E:\workspaces\chinafootball\lifeix-football-competitions\target\classes started by hasee-pc in E:\workspaces\chinafootball\lifeix-football-competitions)
[ INFO ] [2016-05-24 20:25:58] com.lifeix.football.competitions.Application [670] - The following profiles are active: common,system,dev
[ DEBUG] [2016-05-24 21:55:53] org.springframework.beans.factory.support.DefaultListableBeanFactory [529] - Eagerly caching bean 'org.springframework.boot.autoconfigure.jackson.JacksonAutoConfiguration$JacksonObjectMapperConfiguration' to allow for resolving potential circular references
[ DEBUG] [2016-05-24 21:55:53] org.springframework.beans.factory.support.DefaultListableBeanFactory [251] - Returning cached instance of singleton bean 'org.springframework.transaction.config.internalTransactionAdvisor'
[ DEBUG] [2016-05-24 21:55:53] org.springframework.beans.factory.support.DefaultListableBeanFactory [251] - Returning cached instance of singleton bean 'org.springframework.transaction.config.internalTransactionAdvisor'
[ DEBUG] [2016-05-24 21:55:53] org.springframework.beans.factory.support.DefaultListableBeanFactory [484] - Finished creating instance of bean 'org.springframework.boot.autoconfigure.jackson.JacksonAutoConfiguration$JacksonObjectMapperConfiguration'
[ DEBUG] [2016-05-24 21:55:53] org.springframework.beans.factory.support.DefaultListableBeanFactory [221] - Creating shared instance of singleton bean 'jacksonObjectMapperBuilder'
[ DEBUG] [2016-05-24 21:55:53] org.springframework.beans.factory.support.DefaultListableBeanFactory [448] - Creating instance of bean 'jacksonObjectMapperBuilder'
[ DEBUG] [2016-05-24 21:55:53] org.springframework.beans.factory.support.DefaultListableBeanFactory [251] - Returning cached instance of singleton bean 'org.springframework.transaction.config.internalTransactionAdvisor'
[ DEBUG] [2016-05-24 21:55:53] org.springframework.beans.factory.support.DefaultListableBeanFactory [221] - Creating shared instance of singleton bean 'org.springframework.boot.autoconfigure.jackson.JacksonAutoConfiguration$JacksonObjectMapperBuilderConfiguration'
[ DEBUG] [2016-05-24 21:55:53] org.springframework.beans.factory.support.DefaultListableBeanFactory [448] - Creating instance of bean 'org.springframework.boot.autoconfigure.jackson.JacksonAutoConfiguration$JacksonObjectMapperBuilderConfiguration'
[ DEBUG] [2016-05-24 21:55:53] org.springframework.beans.factory.support.DefaultListableBeanFactory [251] - Returning cached instance of singleton bean 'org.springframework.transaction.config.internalTransactionAdvisor'
[ DEBUG] [2016-05-24 21:55:53] org.springframework.beans.factory.annotation.InjectionMetadata [72] - Registered injected element on class [org.springframework.boot.autoconfigure.jackson.JacksonAutoConfiguration$JacksonObjectMapperBuilderConfiguration$$EnhancerBySpringCGLIB$$f5568aca]: AutowiredFieldElement for private org.springframework.context.ApplicationContext org.springframework.boot.autoconfigure.jackson.JacksonAutoConfiguration$JacksonObjectMapperBuilderConfiguration.applicationContext
[ DEBUG] [2016-05-24 21:55:53] org.springframework.beans.factory.annotation.InjectionMetadata [72] - Registered injected element on class [org.springframework.boot.autoconfigure.jackson.JacksonAutoConfiguration$JacksonObjectMapperBuilderConfiguration$$EnhancerBySpringCGLIB$$f5568aca]: AutowiredFieldElement for private org.springframework.boot.autoconfigure.jackson.JacksonProperties org.springframework.boot.autoconfigure.jackson.JacksonAutoConfiguration$JacksonObjectMapperBuilderConfiguration.jacksonProperties
[ DEBUG] [2016-05-24 21:55:53] org.springframework.beans.factory.support.DefaultListableBeanFactory [529] - Eagerly caching bean 'org.springframework.boot.autoconfigure.jackson.JacksonAutoConfiguration$JacksonObjectMapperBuilderConfiguration' to allow for resolving potential circular references
[ DEBUG] [2016-05-24 21:55:53] org.springframework.beans.factory.annotation.InjectionMetadata [86] - Processing injected element of bean 'org.springframework.boot.autoconfigure.jackson.JacksonAutoConfiguration$JacksonObjectMapperBuilderConfiguration': AutowiredFieldElement for private org.springframework.context.ApplicationContext org.springframework.boot.autoconfigure.jackson.JacksonAutoConfiguration$JacksonObjectMapperBuilderConfiguration.applicationContext
[ DEBUG] [2016-05-24 21:55:53] org.springframework.beans.factory.annotation.AutowiredAnnotationBeanPostProcessor [492] - Autowiring by type from bean name 'org.springframework.boot.autoconfigure.jackson.JacksonAutoConfiguration$JacksonObjectMapperBuilderConfiguration' to bean named 'org.springframework.boot.context.embedded.AnnotationConfigEmbeddedWebApplicationContext@593d41b2'
[ DEBUG] [2016-05-24 21:55:53] org.springframework.beans.factory.annotation.InjectionMetadata [86] - Processing injected element of bean 'org.springframework.boot.autoconfigure.jackson.JacksonAutoConfiguration$JacksonObjectMapperBuilderConfiguration': AutowiredFieldElement for private org.springframework.boot.autoconfigure.jackson.JacksonProperties org.springframework.boot.autoconfigure.jackson.JacksonAutoConfiguration$JacksonObjectMapperBuilderConfiguration.jacksonProperties
[ DEBUG] [2016-05-24 21:55:53] org.springframework.beans.factory.support.DefaultListableBeanFactory [221] - Creating shared instance of singleton bean 'spring.jackson.CONFIGURATION_PROPERTIES'
[ DEBUG] [2016-05-24 21:55:53] org.springframework.beans.factory.support.DefaultListableBeanFactory [448] - Creating instance of bean 'spring.jackson.CONFIGURATION_PROPERTIES'
[ DEBUG] [2016-05-24 21:55:53] org.springframework.beans.factory.support.DefaultListableBeanFactory [251] - Returning cached instance of singleton bean 'org.springframework.transaction.config.internalTransactionAdvisor'
[ DEBUG] [2016-05-24 21:55:53] org.springframework.beans.factory.support.DefaultListableBeanFactory [529] - Eagerly caching bean 'spring.jackson.CONFIGURATION_PROPERTIES' to allow for resolving potential circular references
[ DEBUG] [2016-05-24 21:55:53] org.springframework.beans.factory.support.DefaultListableBeanFactory [251] - Returning cached instance of singleton bean 'org.springframework.transaction.config.internalTransactionAdvisor'
[ DEBUG] [2016-05-24 21:55:53] org.springframework.beans.factory.support.DefaultListableBeanFactory [251] - Returning cached instance of singleton bean 'org.springframework.transaction.config.internalTransactionAdvisor'
[ DEBUG] [2016-05-24 21:55:53] org.springframework.beans.factory.support.DefaultListableBeanFactory [484] - Finished creating instance of bean 'spring.jackson.CONFIGURATION_PROPERTIES'
[ DEBUG] [2016-05-24 21:55:53] org.springframework.beans.factory.annotation.AutowiredAnnotationBeanPostProcessor [492] - Autowiring by type from bean name 'org.springframework.boot.autoconfigure.jackson.JacksonAutoConfiguration$JacksonObjectMapperBuilderConfiguration' to bean named 'spring.jackson.CONFIGURATION_PROPERTIES'
[ DEBUG] [2016-05-24 21:55:53] org.springframework.beans.factory.support.DefaultListableBeanFactory [251] - Returning cached instance of singleton bean 'org.springframework.transaction.config.internalTransactionAdvisor'
[ DEBUG] [2016-05-24 21:55:53] org.springframework.beans.factory.support.DefaultListableBeanFactory [251] - Returning cached instance of singleton bean 'org.springframework.transaction.config.internalTransactionAdvisor'
[ DEBUG] [2016-05-24 21:55:53] org.springframework.beans.factory.support.DefaultListableBeanFactory [484] - Finished creating instance of bean 'org.springframework.boot.autoconfigure.jackson.JacksonAutoConfiguration$JacksonObjectMapperBuilderConfiguration'
[ DEBUG] [2016-05-24 21:55:53] org.springframework.beans.factory.support.DefaultListableBeanFactory [529] - Eagerly caching bean 'jacksonObjectMapperBuilder' to allow for resolving potential circular references
[ DEBUG] [2016-05-24 21:55:53] org.springframework.beans.factory.support.DefaultListableBeanFactory [251] - Returning cached instance of singleton bean 'org.springframework.transaction.config.internalTransactionAdvisor'
[ DEBUG] [2016-05-24 21:55:53] org.springframework.beans.factory.support.DefaultListableBeanFactory [251] - Returning cached instance of singleton bean 'org.springframework.transaction.config.internalTransactionAdvisor'
[ DEBUG] [2016-05-24 21:55:53] org.springframework.beans.factory.support.DefaultListableBeanFactory [484] - Finished creating instance of bean 'jacksonObjectMapperBuilder'
[ DEBUG] [2016-05-24 21:55:53] org.springframework.beans.factory.support.DefaultListableBeanFactory [757] - Autowiring by type from bean name 'jacksonObjectMapper' via factory method to bean named 'jacksonObjectMapperBuilder'
[ DEBUG] [2016-05-24 21:55:53] org.springframework.beans.factory.support.DefaultListableBeanFactory [529] - Eagerly caching bean 'jacksonObjectMapper' to allow for resolving potential circular references
[ DEBUG] [2016-05-24 21:55:53] org.springframework.beans.factory.support.DefaultListableBeanFactory [251] - Returning cached instance of singleton bean 'org.springframework.transaction.config.internalTransactionAdvisor'
[ DEBUG] [2016-05-24 21:55:53] org.springframework.beans.factory.support.DefaultListableBeanFactory [251] - Returning cached instance of singleton bean 'org.springframework.transaction.config.internalTransactionAdvisor'
[ DEBUG] [2016-05-24 21:55:53] org.springframework.beans.factory.support.DefaultListableBeanFactory [484] - Finished creating instance of bean 'jacksonObjectMapper'
[ DEBUG] [2016-05-24 21:55:53] org.springframework.beans.factory.support.DefaultListableBeanFactory [757] - Autowiring by type from bean name 'mappingJackson2HttpMessageConverter' via factory method to bean named 'jacksonObjectMapper'
[ DEBUG] [2016-05-24 21:55:53] org.springframework.beans.factory.support.DefaultListableBeanFactory [529] - Eagerly caching bean 'mappingJackson2HttpMessageConverter' to allow for resolving potential circular references
[ DEBUG] [2016-05-24 21:55:53] org.springframework.beans.factory.support.DefaultListableBeanFactory [251] - Returning cached instance of singleton bean 'org.springframework.transaction.config.internalTransactionAdvisor'
[ DEBUG] [2016-05-24 21:55:53] org.springframework.beans.factory.support.DefaultListableBeanFactory [251] - Returning cached instance of singleton bean 'org.springframework.transaction.config.internalTransactionAdvisor'
[ DEBUG] [2016-05-24 21:55:53] org.springframework.beans.factory.support.DefaultListableBeanFactory [484] - Finished creating instance of bean 'mappingJackson2HttpMessageConverter'
[ DEBUG] [2016-05-24 21:55:53] org.springframework.beans.factory.annotation.AutowiredAnnotationBeanPostProcessor [492] - Autowiring by type from bean name 'org.springframework.boot.autoconfigure.web.HttpMessageConvertersAutoConfiguration' to bean named 'stringHttpMessageConverter'
[ DEBUG] [2016-05-24 21:55:53] org.springframework.beans.factory.annotation.AutowiredAnnotationBeanPostProcessor [492] - Autowiring by type from bean name 'org.springframework.boot.autoconfigure.web.HttpMessageConvertersAutoConfiguration' to bean named 'mappingJackson2HttpMessageConverter'
[ DEBUG] [2016-05-24 21:55:53] org.springframework.beans.factory.support.DefaultListableBeanFactory [251] - Returning cached instance of singleton bean 'org.springframework.transaction.config.internalTransactionAdvisor'
[ DEBUG] [2016-05-24 21:55:53] org.springframework.beans.factory.support.DefaultListableBeanFactory [251] - Returning cached instance of singleton bean 'org.springframework.transaction.config.internalTransactionAdvisor'
[ DEBUG] [2016-05-24 21:55:53] org.springframework.beans.factory.support.DefaultListableBeanFactory [484] - Finished creating instance of bean 'org.springframework.boot.autoconfigure.web.HttpMessageConvertersAutoConfiguration'
[ DEBUG] [2016-05-24 21:55:53] org.springframework.beans.factory.support.DefaultListableBeanFactory [529] - Eagerly caching bean 'messageConverters' to allow for resolving potential circular references
[ DEBUG] [2016-05-24 21:55:53] org.springframework.beans.factory.support.DefaultListableBeanFactory [251] - Returning cached instance of singleton bean 'org.springframework.transaction.config.internalTransactionAdvisor'
[ DEBUG] [2016-05-24 21:55:53] org.springframework.beans.factory.support.DefaultListableBeanFactory [251] - Returning cached instance of singleton bean 'org.springframework.transaction.config.internalTransactionAdvisor'
[ DEBUG] [2016-05-24 21:55:53] org.springframework.beans.factory.support.DefaultListableBeanFactory [484] - Finished creating instance of bean 'messageConverters'
[ DEBUG] [2016-05-24 21:55:53] org.springframework.beans.factory.annotation.AutowiredAnnotationBeanPostProcessor [492] - Autowiring by type from bean name 'org.springframework.boot.autoconfigure.web.WebMvcAutoConfiguration$WebMvcAutoConfigurationAdapter' to bean named 'messageConverters'
[ DEBUG] [2016-05-24 21:55:53] org.springframework.beans.factory.annotation.InjectionMetadata [86] - Processing injected element of bean 'org.springframework.boot.autoconfigure.web.WebMvcAutoConfiguration$WebMvcAutoConfigurationAdapter': AutowiredFieldElement for org.springframework.boot.autoconfigure.web.WebMvcAutoConfiguration$ResourceHandlerRegistrationCustomizer org.springframework.boot.autoconfigure.web.WebMvcAutoConfiguration$WebMvcAutoConfigurationAdapter.resourceHandlerRegistrationCustomizer
[ DEBUG] [2016-05-24 21:55:53] org.springframework.beans.factory.support.DefaultListableBeanFactory [251] - Returning cached instance of singleton bean 'org.springframework.transaction.config.internalTransactionAdvisor'
[ DEBUG] [2016-05-24 21:55:53] org.springframework.beans.factory.support.DefaultListableBeanFactory [251] - Returning cached instance of singleton bean 'org.springframework.transaction.config.internalTransactionAdvisor'
[ DEBUG] [2016-05-24 21:55:53] org.springframework.beans.factory.support.DefaultListableBeanFactory [484] - Finished creating instance of bean 'org.springframework.boot.autoconfigure.web.WebMvcAutoConfiguration$WebMvcAutoConfigurationAdapter'
[ DEBUG] [2016-05-24 21:55:53] org.springframework.beans.factory.support.DefaultListableBeanFactory [529] - Eagerly caching bean 'requestContextFilter' to allow for resolving potential circular references
[ DEBUG] [2016-05-24 21:55:53] org.springframework.beans.factory.support.DefaultListableBeanFactory [1620] - Invoking afterPropertiesSet() on bean with name 'requestContextFilter'
[ DEBUG] [2016-05-24 21:55:53] org.springframework.beans.factory.support.DefaultListableBeanFactory [251] - Returning cached instance of singleton bean 'org.springframework.transaction.config.internalTransactionAdvisor'
[ DEBUG] [2016-05-24 21:55:53] org.springframework.beans.factory.support.DefaultListableBeanFactory [251] - Returning cached instance of singleton bean 'org.springframework.transaction.config.internalTransactionAdvisor'
